flight_id,date,origin_city,destination_city,duration_hours,distance_miles,popularity,day
21788,2032-12-01,Los Angeles,Sydney,15.5,7551,5,wednesday
21789,2032-12-01,Singapore,Dubai,7.8,3693,6,wednesday
21790,2032-12-02,Singapore,Los Angeles,15.2,8852,2,thursday
21791,2032-12-02,Tokyo,New York,14.6,6788,8,thursday
21792,2032-12-02,New York,Los Angeles,6.3,2566,5,thursday
21793,2032-12-02,Paris,New York,7.7,3641,1,thursday
21794,2032-12-02,Paris,Sydney,22.3,10551,2,thursday
21795,2032-12-02,Dubai,Sydney,14.3,7541,5,thursday
21796,2032-12-03,Los Angeles,Paris,10.7,5648,4,friday
21797,2032-12-03,Dubai,Singapore,7.9,3742,9,friday
21798,2032-12-03,Dubai,Singapore,7.6,3635,1,friday
21799,2032-12-03,Dubai,Paris,6.8,3590,7,friday
21800,2032-12-03,Tokyo,Paris,13.7,6100,2,friday
21801,2032-12-04,London,Sydney,23.6,10659,6,saturday
21802,2032-12-04,Singapore,London,15.3,6957,3,saturday
21803,2032-12-04,London,Sydney,23.7,10603,2,saturday
21804,2032-12-04,Sydney,Los Angeles,15.5,7585,9,saturday
21805,2032-12-04,Sydney,New York,23.2,10003,1,saturday
21806,2032-12-04,Paris,Dubai,6.8,3356,2,saturday
21807,2032-12-05,Dubai,London,7.1,3568,5,sunday
21808,2032-12-05,Singapore,London,15.2,6875,1,sunday
21809,2032-12-05,Paris,Singapore,14.1,6999,6,sunday
21810,2032-12-05,Singapore,Dubai,7.7,3672,10,sunday
21811,2032-12-05,Tokyo,Paris,13.7,6035,10,sunday
21812,2032-12-05,Nairobi,New York,13.9,7451,3,sunday
21813,2032-12-05,Dubai,Tokyo,12.2,4942,6,sunday
21814,2032-12-05,Los Angeles,Singapore,15.2,8830,5,sunday
21815,2032-12-05,London,Paris,1.5,397,6,sunday
21816,2032-12-05,Sydney,Los Angeles,15.5,7583,5,sunday
21817,2032-12-06,Dubai,London,7.3,3477,7,monday
21818,2032-12-06,Sydney,London,23.3,10699,7,monday
21819,2032-12-06,Sydney,Tokyo,9.9,4944,10,monday
21820,2032-12-06,New York,Paris,7.9,3732,4,monday
21821,2032-12-06,Sydney,Tokyo,9.9,4983,1,monday
21822,2032-12-06,Los Angeles,Paris,10.6,5814,7,monday
21823,2032-12-06,Singapore,London,15.5,6800,2,monday
21824,2032-12-06,Tokyo,Singapore,6.9,3477,5,monday
21825,2032-12-07,Tokyo,London,11.5,6013,9,tuesday
21826,2032-12-07,Singapore,London,15.4,6765,3,tuesday
21827,2032-12-07,Paris,Los Angeles,10.8,5912,7,tuesday
21828,2032-12-07,Dubai,Los Angeles,16,8385,7,tuesday
21829,2032-12-07,London,Paris,1.4,301,10,tuesday
21830,2032-12-08,Singapore,Dubai,7.6,3752,6,wednesday
21831,2032-12-08,New York,Sydney,23.3,9999,10,wednesday
21832,2032-12-08,Lima,Los Angeles,8.7,4200,5,wednesday
21833,2032-12-08,London,Paris,1.6,337,1,wednesday
21834,2032-12-08,Dubai,London,7.2,3585,9,wednesday
21835,2032-12-08,Nairobi,London,8.9,4455,9,wednesday
21836,2032-12-08,Dubai,Nairobi,5.2,2257,8,wednesday
21837,2032-12-08,Dubai,London,7.1,3489,5,wednesday
21838,2032-12-08,Paris,Dubai,6.7,3322,6,wednesday
21839,2032-12-09,Tokyo,Singapore,7,3370,3,thursday
21840,2032-12-09,Singapore,Tokyo,6.8,3484,10,thursday
21841,2032-12-09,Nairobi,Paris,8.4,4124,6,thursday
21842,2032-12-09,Dubai,Los Angeles,16.2,8403,6,thursday
21843,2032-12-09,London,Sydney,23.6,10688,6,thursday
21844,2032-12-09,Los Angeles,Sydney,15.5,7532,6,thursday
21845,2032-12-09,Paris,Sydney,22.4,10567,5,thursday
21846,2032-12-09,Los Angeles,Lima,8.8,4280,7,thursday
21847,2032-12-09,Singapore,London,15.4,6765,3,thursday
21848,2032-12-10,Tokyo,Singapore,6.8,3322,4,friday
21849,2032-12-10,London,Paris,1.4,243,4,friday
21850,2032-12-10,Tokyo,Sydney,10,4958,8,friday
21851,2032-12-10,Paris,Singapore,14.5,7108,8,friday
21852,2032-12-10,Nairobi,New York,13.8,7362,1,friday
21853,2032-12-10,New York,Dubai,13.2,6840,6,friday
21854,2032-12-10,Dubai,Los Angeles,16.1,8330,1,friday
21855,2032-12-10,Nairobi,London,9.1,4352,4,friday
21856,2032-12-11,Sydney,Los Angeles,15.5,7516,9,saturday
21857,2032-12-11,London,New York,7.3,3565,4,saturday
21858,2032-12-11,Paris,Nairobi,8.3,4110,8,saturday
21859,2032-12-11,Sydney,Los Angeles,15.5,7698,8,saturday
21860,2032-12-11,Tokyo,Singapore,6.8,3306,2,saturday
21861,2032-12-11,Dubai,Paris,6.9,3311,3,saturday
21862,2032-12-12,New York,Los Angeles,6.5,2473,4,sunday
21863,2032-12-12,New York,Paris,7.4,3639,8,sunday
21864,2032-12-12,London,Dubai,7.1,3522,1,sunday
21865,2032-12-12,New York,Tokyo,14.5,6749,10,sunday
21866,2032-12-12,London,Tokyo,11.5,6112,8,sunday
21867,2032-12-12,Paris,Sydney,22.3,10702,5,sunday
21868,2032-12-13,Los Angeles,New York,6.2,2468,1,monday
21869,2032-12-13,Sydney,Paris,22.3,10622,7,monday
21870,2032-12-13,Nairobi,Dubai,5.3,2238,2,monday
21871,2032-12-13,Tokyo,Paris,13.8,6157,5,monday
21872,2032-12-13,Los Angeles,Paris,10.7,5651,10,monday
21873,2032-12-13,Singapore,Tokyo,6.9,3338,9,monday
21874,2032-12-14,Dubai,London,7.3,3557,5,tuesday
21875,2032-12-14,Nairobi,Paris,8.3,4030,8,tuesday
21876,2032-12-14,Dubai,Sydney,14.5,7545,2,tuesday
21877,2032-12-14,Singapore,Paris,14,7024,5,tuesday
21878,2032-12-14,Los Angeles,New York,6.4,2495,8,tuesday
21879,2032-12-14,New York,Lima,8.5,3653,3,tuesday
21880,2032-12-14,Lima,Los Angeles,8.7,4251,6,tuesday
21881,2032-12-14,Los Angeles,Paris,10.5,5809,7,tuesday
21882,2032-12-14,Tokyo,Sydney,10.2,4898,6,tuesday
21883,2032-12-15,New York,Lima,8.5,3846,2,wednesday
21884,2032-12-15,Los Angeles,Sydney,15.5,7512,4,wednesday
21885,2032-12-15,Singapore,Paris,14.2,7127,5,wednesday
21886,2032-12-15,Tokyo,Dubai,12.3,4995,1,wednesday
21887,2032-12-15,Paris,London,1.3,236,9,wednesday
21888,2032-12-15,Sydney,Dubai,14.5,7605,8,wednesday
21889,2032-12-15,Sydney,Tokyo,10.1,4905,7,wednesday
21890,2032-12-15,Singapore,Tokyo,6.9,3325,2,wednesday
21891,2032-12-15,Dubai,Paris,6.7,3339,4,wednesday
21892,2032-12-16,Dubai,New York,13,6862,9,thursday
21893,2032-12-16,Los Angeles,London,11.3,5490,2,thursday
21894,2032-12-16,Dubai,New York,13,6883,3,thursday
21895,2032-12-16,New York,Tokyo,14.3,6792,2,thursday
21896,2032-12-16,Tokyo,Paris,13.7,6269,8,thursday
21897,2032-12-16,New York,Nairobi,13.8,7375,9,thursday
21898,2032-12-16,Tokyo,Paris,13.7,6046,6,thursday
21899,2032-12-17,London,Paris,1.5,266,9,friday
21900,2032-12-17,Singapore,Tokyo,7,3428,5,friday
21901,2032-12-17,London,Paris,1.5,327,9,friday
21902,2032-12-17,Paris,Tokyo,13.9,6121,3,friday
21903,2032-12-17,Nairobi,London,9.1,4365,9,friday
21904,2032-12-17,Los Angeles,Tokyo,12.1,5539,8,friday
21905,2032-12-17,London,Paris,1.5,355,1,friday
21906,2032-12-18,Los Angeles,Sydney,15.5,7582,4,saturday
21907,2032-12-18,Dubai,Tokyo,12.4,4957,2,saturday
21908,2032-12-18,Paris,Singapore,14.1,6985,9,saturday
21909,2032-12-18,Los Angeles,Paris,10.7,5761,4,saturday
21910,2032-12-18,Sydney,Paris,22.2,10641,2,saturday
21911,2032-12-18,New York,Nairobi,14,7384,10,saturday
21912,2032-12-18,Paris,Nairobi,8.1,4063,5,saturday
21913,2032-12-18,Sydney,London,23.4,10651,5,saturday
21914,2032-12-19,Tokyo,Sydney,10,4902,5,sunday
21915,2032-12-19,Tokyo,Dubai,12.4,5037,3,sunday
21916,2032-12-19,Los Angeles,Lima,8.7,4245,5,sunday
21917,2032-12-19,Los Angeles,Sydney,15.6,7555,4,sunday
21918,2032-12-19,Dubai,Nairobi,5.3,2220,7,sunday
21919,2032-12-19,New York,Nairobi,13.5,7417,8,sunday
21920,2032-12-19,Singapore,Paris,14.2,6958,7,sunday
21921,2032-12-20,Paris,Tokyo,13.8,6128,10,monday
21922,2032-12-20,Dubai,Los Angeles,16.2,8340,5,monday
21923,2032-12-20,Dubai,Singapore,7.7,3722,4,monday
21924,2032-12-20,Sydney,Tokyo,9.9,4925,6,monday
21925,2032-12-20,New York,Tokyo,14.3,6768,5,monday
21926,2032-12-20,Los Angeles,Paris,10.5,5696,9,monday
21927,2032-12-20,Tokyo,New York,14.5,6750,8,monday
21928,2032-12-21,Lima,Los Angeles,9,4201,9,tuesday
21929,2032-12-21,Nairobi,London,8.7,4247,9,tuesday
21930,2032-12-21,New York,London,7.4,3499,4,tuesday
21931,2032-12-21,London,Los Angeles,11.3,5474,3,tuesday
21932,2032-12-21,Singapore,Paris,14.1,6969,2,tuesday
21933,2032-12-21,London,Tokyo,11.9,5979,8,tuesday
21934,2032-12-21,Dubai,Singapore,7.5,3655,3,tuesday
21935,2032-12-21,Nairobi,Paris,8.2,4074,8,tuesday
21936,2032-12-21,Paris,Los Angeles,10.5,5709,1,tuesday
21937,2032-12-21,London,Sydney,23.7,10662,8,tuesday
21938,2032-12-22,London,Tokyo,12.1,6113,7,wednesday
21939,2032-12-22,Tokyo,New York,14.5,6946,6,wednesday
21940,2032-12-22,Nairobi,New York,13.6,7573,8,wednesday
21941,2032-12-22,Los Angeles,Singapore,15.3,8891,9,wednesday
21942,2032-12-22,Los Angeles,Paris,10.8,5664,5,wednesday
21943,2032-12-22,Paris,New York,7.6,3704,2,wednesday
21944,2032-12-22,Dubai,Singapore,7.8,3663,5,wednesday
21945,2032-12-22,London,Dubai,7,3428,3,wednesday
21946,2032-12-22,London,Tokyo,12,6196,3,wednesday
21947,2032-12-22,Singapore,Tokyo,6.8,3345,3,wednesday
21948,2032-12-23,Tokyo,New York,14.4,6776,4,thursday
21949,2032-12-23,Nairobi,London,8.9,4290,2,thursday
21950,2032-12-23,Singapore,Tokyo,6.9,3397,3,thursday
21951,2032-12-23,New York,Tokyo,14.6,6782,2,thursday
21952,2032-12-23,London,New York,7.3,3545,4,thursday
21953,2032-12-23,London,Tokyo,11.6,6001,1,thursday
21954,2032-12-23,Sydney,Paris,22.3,10674,6,thursday
21955,2032-12-23,Tokyo,London,11.6,6030,5,thursday
21956,2032-12-24,Los Angeles,London,11.3,5477,2,friday
21957,2032-12-24,Sydney,London,23.6,10624,4,friday
21958,2032-12-24,Tokyo,Los Angeles,12.1,5494,1,friday
21959,2032-12-24,Paris,Singapore,14,7075,6,friday
21960,2032-12-24,London,Los Angeles,11.4,5487,1,friday
21961,2032-12-24,New York,Los Angeles,6.1,2534,3,friday
21962,2032-12-24,Paris,Los Angeles,10.5,5702,10,friday
21963,2032-12-24,Sydney,Tokyo,10.1,4870,3,friday
21964,2032-12-25,Singapore,Los Angeles,15.2,8829,5,saturday
21965,2032-12-25,New York,Los Angeles,6.1,2640,2,saturday
21966,2032-12-25,New York,Paris,8,3821,6,saturday
21967,2032-12-25,Los Angeles,New York,6.1,2536,3,saturday
21968,2032-12-25,Tokyo,Sydney,10,5055,8,saturday
21969,2032-12-26,Dubai,Tokyo,12.3,4951,4,sunday
21970,2032-12-26,Nairobi,London,8.6,4277,4,sunday
21971,2032-12-26,Los Angeles,Tokyo,12.1,5484,3,sunday
21972,2032-12-26,London,Dubai,7.1,3409,1,sunday
21973,2032-12-26,London,Los Angeles,11.4,5500,1,sunday
21974,2032-12-27,Tokyo,London,11.8,6098,1,monday
21975,2032-12-27,Tokyo,Dubai,12.3,5018,10,monday
21976,2032-12-27,Paris,Nairobi,8.2,4161,10,monday
21977,2032-12-27,London,Paris,1.5,351,2,monday
21978,2032-12-27,Dubai,Los Angeles,16.1,8405,1,monday
21979,2032-12-28,Los Angeles,Paris,10.8,5656,9,tuesday
21980,2032-12-28,Nairobi,Dubai,5.1,2249,4,tuesday
21981,2032-12-28,New York,Tokyo,14.4,6843,9,tuesday
21982,2032-12-28,Nairobi,New York,13.8,7364,4,tuesday
21983,2032-12-28,Tokyo,Singapore,6.8,3404,3,tuesday
21984,2032-12-28,Dubai,Sydney,14.4,7577,8,tuesday
21985,2032-12-28,Paris,Tokyo,14,6108,10,tuesday
21986,2032-12-28,Dubai,Los Angeles,16.1,8467,7,tuesday
21987,2032-12-28,Singapore,Dubai,7.7,3677,10,tuesday
21988,2032-12-29,Paris,Sydney,22.3,10577,6,wednesday
21989,2032-12-29,Sydney,Paris,22.3,10564,5,wednesday
21990,2032-12-29,New York,London,7.4,3656,4,wednesday
21991,2032-12-29,Los Angeles,New York,6.2,2459,10,wednesday
21992,2032-12-29,Tokyo,London,11.7,6024,10,wednesday
21993,2032-12-29,New York,Tokyo,14.5,6837,1,wednesday
21994,2032-12-30,London,Dubai,7.1,3424,6,thursday
21995,2032-12-30,London,New York,7.3,3484,1,thursday
21996,2032-12-30,Dubai,London,7.2,3428,9,thursday
21997,2032-12-30,London,Tokyo,11.9,6109,10,thursday
21998,2032-12-30,Paris,Tokyo,13.8,6055,5,thursday
21999,2032-12-30,Sydney,Dubai,14.4,7650,1,thursday
22000,2032-12-30,New York,Tokyo,14.5,6796,2,thursday
22001,2032-12-31,Tokyo,Paris,13.8,6061,2,friday
22002,2032-12-31,New York,London,7.3,3489,10,friday
22003,2032-12-31,Dubai,Tokyo,12.4,5068,2,friday
22004,2032-12-31,New York,Los Angeles,6.2,2557,3,friday
22005,2032-12-31,Paris,Los Angeles,10.7,5721,9,friday
22006,2033-01-01,Paris,Los Angeles,10.6,5758,2,saturday
22007,2033-01-01,New York,Lima,8.3,3774,2,saturday
22008,2033-01-01,Nairobi,London,8.6,4350,8,saturday
22009,2033-01-01,Los Angeles,Dubai,16,8376,10,saturday
22010,2033-01-01,New York,Lima,8.2,3769,10,saturday
22011,2033-01-01,Dubai,Sydney,14.3,7552,9,saturday
22012,2033-01-01,Singapore,Los Angeles,15.3,8875,2,saturday
22013,2033-01-01,Paris,New York,7.7,3720,2,saturday
22014,2033-01-01,Paris,Dubai,6.9,3270,9,saturday
22015,2033-01-02,Singapore,London,15.3,6818,1,sunday
22016,2033-01-02,Dubai,Tokyo,12.5,4932,10,sunday
22017,2033-01-02,London,Los Angeles,11.5,5597,2,sunday
22018,2033-01-02,Paris,Singapore,14.2,6984,1,sunday
22019,2033-01-02,Nairobi,Paris,8.2,4086,10,sunday
22020,2033-01-02,Los Angeles,Singapore,15.3,9068,1,sunday
22021,2033-01-03,Paris,New York,7.4,3749,4,monday
22022,2033-01-03,Dubai,Los Angeles,16.3,8367,3,monday
22023,2033-01-03,Sydney,London,23.3,10798,8,monday
22024,2033-01-03,Nairobi,London,8.7,4353,6,monday
22025,2033-01-03,Los Angeles,Sydney,15.6,7538,4,monday
22026,2033-01-04,Dubai,Paris,6.9,3337,8,tuesday
22027,2033-01-04,New York,Los Angeles,6.1,2453,1,tuesday
22028,2033-01-04,New York,London,7.3,3519,4,tuesday
22029,2033-01-04,London,Paris,1.3,293,2,tuesday
22030,2033-01-04,Los Angeles,London,11.4,5469,9,tuesday
22031,2033-01-04,Los Angeles,Paris,10.6,5869,4,tuesday
22032,2033-01-04,Tokyo,London,11.5,6042,4,tuesday
22033,2033-01-04,Dubai,Los Angeles,16.1,8364,2,tuesday
22034,2033-01-05,Tokyo,London,11.6,6034,1,wednesday
22035,2033-01-05,Nairobi,Dubai,5.2,2269,2,wednesday
22036,2033-01-05,Singapore,London,15.3,6881,4,wednesday
22037,2033-01-05,Tokyo,Dubai,12.4,5063,5,wednesday
22038,2033-01-05,London,Sydney,23.5,10757,3,wednesday
22039,2033-01-05,London,Singapore,15.2,6843,2,wednesday
22040,2033-01-06,Dubai,Paris,6.9,3296,10,thursday
22041,2033-01-06,Tokyo,Sydney,10.2,4931,1,thursday
22042,2033-01-06,Paris,Los Angeles,10.5,5744,4,thursday
22043,2033-01-06,London,Dubai,7.1,3589,4,thursday
22044,2033-01-06,London,Nairobi,8.8,4357,2,thursday
22045,2033-01-06,Lima,New York,8.2,3737,6,thursday
22046,2033-01-06,London,Nairobi,9,4381,2,thursday
22047,2033-01-06,Paris,Tokyo,13.7,6080,2,thursday
22048,2033-01-07,Dubai,Singapore,7.7,3820,2,friday
22049,2033-01-07,Nairobi,Paris,8.5,4077,3,friday
22050,2033-01-07,New York,Paris,7.4,3651,2,friday
22051,2033-01-07,Los Angeles,Dubai,16.1,8376,4,friday
22052,2033-01-07,Paris,Tokyo,13.7,6042,2,friday
22053,2033-01-07,Singapore,London,15.3,6790,9,friday
22054,2033-01-07,New York,Tokyo,14.3,6860,3,friday
22055,2033-01-08,Sydney,Paris,22.4,10741,1,saturday
22056,2033-01-08,Paris,Tokyo,13.7,6034,10,saturday
22057,2033-01-08,Dubai,Los Angeles,16,8350,9,saturday
22058,2033-01-08,Sydney,London,23.4,10676,8,saturday
22059,2033-01-08,London,New York,7.2,3519,5,saturday
22060,2033-01-08,Sydney,London,23.4,10824,6,saturday
22061,2033-01-08,Paris,London,1.5,224,5,saturday
22062,2033-01-08,Tokyo,New York,14.4,6757,4,saturday
22063,2033-01-09,New York,Sydney,23.4,10053,4,sunday
22064,2033-01-09,Nairobi,Dubai,5.2,2289,3,sunday
22065,2033-01-09,Nairobi,Dubai,5.1,2258,10,sunday
22066,2033-01-09,Dubai,Sydney,14.4,7687,6,sunday
22067,2033-01-09,London,Sydney,23.5,10594,9,sunday
22068,2033-01-09,Sydney,New York,23.2,10071,9,sunday
22069,2033-01-09,London,Singapore,15.3,6894,8,sunday
22070,2033-01-09,Dubai,Singapore,7.8,3635,10,sunday
22071,2033-01-09,New York,London,7.2,3484,3,sunday
22072,2033-01-10,New York,Paris,7.6,3738,1,monday
22073,2033-01-10,New York,Los Angeles,6.5,2630,9,monday
22074,2033-01-10,Dubai,Singapore,7.6,3654,2,monday
22075,2033-01-10,Sydney,London,23.3,10637,3,monday
22076,2033-01-10,Paris,Sydney,22.4,10608,3,monday
22077,2033-01-10,Sydney,New York,23.3,10026,3,monday
22078,2033-01-10,Dubai,Paris,6.9,3327,10,monday
22079,2033-01-11,London,Dubai,7.1,3424,6,tuesday
22080,2033-01-11,Nairobi,Dubai,5.2,2364,3,tuesday
22081,2033-01-11,London,Sydney,23.4,10685,8,tuesday
22082,2033-01-11,Sydney,New York,23.1,9988,4,tuesday
22083,2033-01-11,Sydney,London,23.5,10587,7,tuesday
22084,2033-01-11,Los Angeles,Tokyo,12,5485,1,tuesday
22085,2033-01-11,Sydney,Paris,22.4,10651,3,tuesday
22086,2033-01-11,Nairobi,New York,13.8,7355,2,tuesday
22087,2033-01-11,Tokyo,Dubai,12.5,5045,2,tuesday
22088,2033-01-12,Tokyo,Los Angeles,12.2,5599,8,wednesday
22089,2033-01-12,Sydney,Dubai,14.4,7517,5,wednesday
22090,2033-01-12,Tokyo,Singapore,6.8,3325,5,wednesday
22091,2033-01-12,Los Angeles,Dubai,16.1,8361,5,wednesday
22092,2033-01-12,Paris,Sydney,22.2,10561,3,wednesday
22093,2033-01-12,London,New York,7.3,3516,6,wednesday
22094,2033-01-12,Lima,New York,8.1,3663,9,wednesday
22095,2033-01-12,Dubai,Tokyo,12.3,5095,2,wednesday
22096,2033-01-12,Los Angeles,New York,6.2,2490,3,wednesday
22097,2033-01-13,Sydney,Tokyo,10.1,4939,6,thursday
22098,2033-01-13,Singapore,London,15.2,6788,3,thursday
22099,2033-01-13,Paris,Singapore,14,7081,8,thursday
22100,2033-01-13,London,Dubai,7.2,3505,6,thursday
22101,2033-01-13,Los Angeles,Sydney,15.6,7568,9,thursday
22102,2033-01-13,London,Nairobi,9,4282,9,thursday
22103,2033-01-13,Los Angeles,Sydney,15.5,7521,4,thursday
22104,2033-01-13,Nairobi,Dubai,5.6,2269,2,thursday
22105,2033-01-13,Singapore,Dubai,7.7,3786,4,thursday
22106,2033-01-14,Tokyo,Sydney,10.1,4864,10,friday
22107,2033-01-14,Los Angeles,Tokyo,12.2,5588,4,friday
22108,2033-01-14,Paris,London,1.6,333,8,friday
22109,2033-01-14,Nairobi,London,8.8,4338,9,friday
22110,2033-01-14,Tokyo,Los Angeles,12.1,5549,6,friday
22111,2033-01-14,Dubai,Tokyo,12.4,4985,7,friday
22112,2033-01-14,New York,Sydney,23.3,9964,10,friday
22113,2033-01-14,Dubai,London,7.1,3430,4,friday
22114,2033-01-15,London,Tokyo,11.7,6064,9,saturday
22115,2033-01-15,Singapore,Tokyo,6.9,3319,4,saturday
22116,2033-01-15,New York,Sydney,23.1,10090,10,saturday
22117,2033-01-15,Los Angeles,Dubai,16,8338,10,saturday
22118,2033-01-15,Paris,Nairobi,8.3,4085,9,saturday
22119,2033-01-15,London,New York,7.2,3509,6,saturday
22120,2033-01-16,Los Angeles,New York,6.3,2471,2,sunday
22121,2033-01-16,Paris,Sydney,22.4,10617,4,sunday
22122,2033-01-16,New York,Los Angeles,6.2,2482,2,sunday
22123,2033-01-16,Dubai,Nairobi,5.1,2309,4,sunday
22124,2033-01-16,Sydney,Paris,22.3,10580,9,sunday
22125,2033-01-16,Sydney,Paris,22.3,10565,8,sunday
22126,2033-01-17,Paris,London,1.4,292,7,monday
22127,2033-01-17,London,Singapore,15.2,6828,1,monday
22128,2033-01-17,New York,Tokyo,14.6,6743,2,monday
22129,2033-01-17,Los Angeles,Sydney,15.5,7512,10,monday
22130,2033-01-17,Singapore,London,15.2,6775,9,monday
22131,2033-01-18,Paris,Singapore,14.1,7020,7,tuesday
22132,2033-01-18,Los Angeles,Paris,10.5,5788,2,tuesday
22133,2033-01-18,Sydney,Tokyo,9.9,4874,10,tuesday
22134,2033-01-18,Paris,Tokyo,13.7,6268,1,tuesday
22135,2033-01-18,Lima,New York,8.4,3684,7,tuesday
22136,2033-01-18,Tokyo,Sydney,9.9,4919,2,tuesday
22137,2033-01-18,Los Angeles,Tokyo,12.2,5554,2,tuesday
22138,2033-01-18,London,Singapore,15.4,6760,10,tuesday
22139,2033-01-18,Nairobi,Dubai,5.2,2316,2,tuesday
22140,2033-01-18,Dubai,Singapore,7.7,3822,2,tuesday
22141,2033-01-19,Dubai,Los Angeles,16.2,8423,9,wednesday
22142,2033-01-19,London,Singapore,15.3,6785,2,wednesday
22143,2033-01-19,Tokyo,New York,14.4,6889,8,wednesday
22144,2033-01-19,Nairobi,New York,13.6,7365,8,wednesday
22145,2033-01-19,Sydney,Tokyo,9.9,4876,6,wednesday
22146,2033-01-19,Singapore,Paris,14.1,7054,2,wednesday
22147,2033-01-19,London,Dubai,7.3,3566,8,wednesday
22148,2033-01-20,Paris,Singapore,14.2,7019,3,thursday
22149,2033-01-20,Tokyo,New York,14.4,6752,5,thursday
22150,2033-01-20,Los Angeles,Lima,8.8,4186,6,thursday
22151,2033-01-20,Los Angeles,Lima,8.7,4177,7,thursday
22152,2033-01-20,Paris,Tokyo,14.1,6045,4,thursday
22153,2033-01-20,Paris,Singapore,14.2,6984,6,thursday
22154,2033-01-20,London,Singapore,15.4,6750,4,thursday
22155,2033-01-20,Paris,Dubai,7,3361,1,thursday
22156,2033-01-20,Paris,London,1.6,263,10,thursday
22157,2033-01-21,New York,Los Angeles,6.2,2524,10,friday
22158,2033-01-21,New York,Lima,8.5,3664,2,friday
22159,2033-01-21,Nairobi,Dubai,5.3,2244,9,friday
22160,2033-01-21,London,New York,7.3,3636,10,friday
22161,2033-01-21,Dubai,Los Angeles,16,8452,3,friday
22162,2033-01-21,Dubai,Los Angeles,15.9,8324,3,friday
22163,2033-01-21,Los Angeles,London,11.7,5516,2,friday
22164,2033-01-21,Paris,Dubai,6.8,3536,8,friday
22165,2033-01-21,London,Sydney,23.3,10617,3,friday
22166,2033-01-22,Nairobi,New York,13.9,7458,5,saturday
22167,2033-01-22,Paris,Singapore,14,6962,6,saturday
22168,2033-01-22,Los Angeles,Singapore,15.3,8994,5,saturday
22169,2033-01-22,Tokyo,Singapore,7,3315,3,saturday
22170,2033-01-22,New York,Paris,7.5,3682,2,saturday
22171,2033-01-22,Singapore,Los Angeles,15.6,8799,5,saturday
22172,2033-01-23,Dubai,Tokyo,12.2,5019,4,sunday
22173,2033-01-23,New York,Nairobi,13.5,7405,5,sunday
22174,2033-01-23,Singapore,London,15.5,6973,3,sunday
22175,2033-01-23,Tokyo,Paris,13.8,6064,5,sunday
22176,2033-01-23,Tokyo,Dubai,12.5,4981,2,sunday
22177,2033-01-24,New York,Tokyo,14.4,6805,1,monday
22178,2033-01-24,Los Angeles,Paris,10.8,5703,2,monday
22179,2033-01-24,New York,Lima,8.2,3742,4,monday
22180,2033-01-24,New York,Lima,8.3,3709,5,monday
22181,2033-01-24,Paris,Singapore,14.3,7071,2,monday
22182,2033-01-25,Tokyo,Sydney,10.4,5001,2,tuesday
22183,2033-01-25,New York,Los Angeles,6.1,2484,5,tuesday
22184,2033-01-25,Paris,Los Angeles,10.7,5708,9,tuesday
22185,2033-01-25,New York,Lima,8.2,3824,8,tuesday
22186,2033-01-25,Singapore,Dubai,7.6,3765,4,tuesday
22187,2033-01-25,Los Angeles,Singapore,15.2,8783,8,tuesday
22188,2033-01-25,Singapore,Paris,14.3,7015,2,tuesday
22189,2033-01-25,New York,Los Angeles,6.4,2445,3,tuesday
22190,2033-01-25,Los Angeles,London,11.6,5464,1,tuesday
22191,2033-01-25,Singapore,London,15.3,6766,5,tuesday
22192,2033-01-26,Tokyo,Paris,13.9,6145,10,wednesday
22193,2033-01-26,Singapore,London,15.3,6829,3,wednesday
22194,2033-01-26,Tokyo,London,11.5,6109,1,wednesday
22195,2033-01-26,Sydney,Los Angeles,15.5,7515,7,wednesday
22196,2033-01-26,New York,Tokyo,14.4,6773,8,wednesday
22197,2033-01-26,Sydney,London,23.4,10592,9,wednesday
22198,2033-01-26,Los Angeles,Lima,9.1,4181,1,wednesday
22199,2033-01-26,Paris,Dubai,6.8,3458,4,wednesday
22200,2033-01-26,Paris,Tokyo,13.9,6204,1,wednesday
22201,2033-01-26,Paris,Tokyo,13.7,6086,8,wednesday
22202,2033-01-27,Tokyo,Dubai,12.3,4926,9,thursday
22203,2033-01-27,London,New York,7.2,3507,6,thursday
22204,2033-01-27,London,Nairobi,8.7,4270,4,thursday
22205,2033-01-27,London,Los Angeles,11.3,5588,3,thursday
22206,2033-01-27,Dubai,Nairobi,5.2,2280,3,thursday
22207,2033-01-28,Dubai,Tokyo,12.4,5094,1,friday
22208,2033-01-28,New York,Lima,8.2,3710,5,friday
22209,2033-01-28,New York,Nairobi,13.6,7510,9,friday
22210,2033-01-28,Dubai,Singapore,7.6,3669,8,friday
22211,2033-01-28,Nairobi,New York,13.7,7388,3,friday
22212,2033-01-28,Tokyo,New York,14.6,6990,6,friday
22213,2033-01-28,Sydney,New York,23.2,9951,4,friday
22214,2033-01-28,London,Paris,1.7,329,3,friday
22215,2033-01-28,Dubai,Tokyo,12.2,5069,7,friday
22216,2033-01-29,Sydney,New York,23.1,9959,7,saturday
22217,2033-01-29,Paris,Nairobi,8.2,4096,10,saturday
22218,2033-01-29,London,Tokyo,11.6,6075,4,saturday
22219,2033-01-29,Paris,London,1.4,248,6,saturday
22220,2033-01-29,Nairobi,Dubai,5.2,2294,9,saturday
22221,2033-01-29,Paris,Singapore,14.3,7002,7,saturday
